中国国际航空, CA5961, 空客A350, 北京, 2024-12-01 00:15, 东京, 2024-12-01 02:35, 2163, 75
东方航空, MU3771, 空客A330, 合肥, 2024-12-01 06:31, 上海, 2024-12-01 06:57, 412, 126
东方航空, MU5619, 空客A330, 合肥, 2024-12-01 17:48, 曼谷, 2024-12-01 20:54, 2884, 103
东方航空, MU2507, 空客A350, 合肥, 2024-12-01 05:37, 莫斯科, 2024-12-01 12:50, 6695, 10
东方航空, MU2130, 波音777, 合肥, 2024-12-01 00:24, 南宁, 2024-12-01 02:04, 1545, 61
中国国际航空, CA9067, 空客A320, 合肥, 2024-12-01 11:26, 西安, 2024-12-01 12:26, 927, 139
东方航空, MU4610, 空客A350, 合肥, 2024-12-01 03:27, 柏林, 2024-12-01 12:27, 8343, 70
东方航空, MU3158, 空客A320, 合肥, 2024-12-01 01:55, 广州, 2024-12-01 03:08, 1133, 176
中国国际航空, CA1658, 波音777, 合肥, 2024-12-01 21:55, 首尔, 2024-12-01 23:21, 1339, 155
中国国际航空, CA5726, 空客A320, 合肥, 2024-12-01 00:07, 莫斯科, 2024-12-01 07:20, 6695, 92
中国国际航空, CA7117, 波音787, 合肥, 2024-12-01 07:49, 乌鲁木齐, 2024-12-01 11:22, 3296, 48
东方航空, MU1748, 波音777, 合肥, 2024-12-01 14:46, 哈尔滨, 2024-12-01 17:06, 2163, 137
东方航空, MU1774, 波音777, 合肥, 2024-12-01 03:50, 昆明, 2024-12-01 05:36, 1648, 88
东方航空, MU7325, 空客A320, 合肥, 2024-12-01 01:15, 伦敦, 2024-12-01 11:01, 9064, 69
中国国际航空, CA7654, 波音787, 合肥, 2024-12-01 12:49, 广州, 2024-12-01 14:02, 1133, 18
中国国际航空, CA6793, 波音787, 合肥, 2024-12-01 02:49, 纽约, 2024-12-01 15:42, 11948, 94
东方航空, MU1662, 波音787, 合肥, 2024-12-01 19:34, 哈尔滨, 2024-12-01 21:54, 2163, 172
中国国际航空, CA1567, 空客A330, 合肥, 2024-12-01 12:33, 南宁, 2024-12-01 14:13, 1545, 140
东方航空, MU6496, 空客A350, 合肥, 2024-12-01 07:23, 巴黎, 2024-12-01 17:23, 9270, 162
东方航空, MU6523, 波音777, 合肥, 2024-12-01 13:41, 上海, 2024-12-01 14:07, 412, 142
中国国际航空, CA8286, 空客A330, 合肥, 2024-12-01 03:57, 拉萨, 2024-12-01 07:03, 2884, 48
法国航空, AF9925, 空客A350, 巴黎, 2024-12-02 09:34, 东京, 2024-12-02 20:27, 10094, 74
法国航空, AF4205, 波音737, 巴黎, 2024-12-02 00:03, 东京, 2024-12-02 10:56, 10094, 26
法国航空, AF5892, 空客A350, 巴黎, 2024-12-02 14:10, 莫斯科, 2024-12-02 16:56, 2575, 162
法国航空, AF1652, 空客A330, 巴黎, 2024-12-02 01:58, 西安, 2024-12-02 11:11, 8549, 62
法国航空, AF3539, 空客A350, 巴黎, 2024-12-02 03:55, 南宁, 2024-12-02 14:41, 9991, 47
法国航空, AF8945, 波音737, 巴黎, 2024-12-02 03:31, 合肥, 2024-12-02 13:31, 9270, 9
法国航空, AF9717, 空客A330, 巴黎, 2024-12-02 00:20, 南宁, 2024-12-02 11:06, 9991, 123
法国航空, AF2268, 波音787, 巴黎, 2024-12-02 07:58, 南宁, 2024-12-02 18:44, 9991, 166
法国航空, AF6785, 空客A330, 巴黎, 2024-12-02 07:43, 哈尔滨, 2024-12-02 16:16, 7931, 58
法国航空, AF8313, 波音777, 巴黎, 2024-12-02 14:35, 呼和浩特, 2024-12-02 23:28, 8240, 67
法国航空, AF9320, 波音737, 巴黎, 2024-12-02 01:54, 昆明, 2024-12-02 11:54, 9270, 155
法国航空, AF6647, 波音777, 巴黎, 2024-12-02 09:16, 拉萨, 2024-12-02 17:49, 7931, 123
法国航空, AF6995, 空客A320, 巴黎, 2024-12-02 06:02, 莫斯科, 2024-12-02 08:48, 2575, 48
法国航空, AF6671, 空客A350, 巴黎, 2024-12-02 12:33, 呼和浩特, 2024-12-02 21:26, 8240, 96
法国航空, AF4768, 波音737, 巴黎, 2024-12-02 08:42, 拉萨, 2024-12-02 17:15, 7931, 61
法国航空, AF1699, 波音777, 巴黎, 2024-12-01 13:33, 西安, 2024-12-01 22:46, 8549, 129
法国航空, AF1434, 空客A350, 巴黎, 2024-12-01 11:08, 拉萨, 2024-12-01 19:41, 7931, 19
法国航空, AF4827, 波音787, 巴黎, 2024-12-01 01:55, 南宁, 2024-12-01 12:41, 9991, 4
法国航空, AF9860, 波音787, 巴黎, 2024-12-01 04:36, 广州, 2024-12-01 15:09, 9785, 181
法国航空, AF2442, 空客A330, 巴黎, 2024-12-01 07:00, 洛杉矶, 2024-12-01 17:06, 9373, 21
法国航空, AF2683, 空客A320, 巴黎, 2024-12-01 09:26, 成都, 2024-12-01 18:46, 8652, 179
法国航空, AF4002, 空客A330, 巴黎, 2024-12-01 12:46, 呼和浩特, 2024-12-01 21:39, 8240, 19
法国航空, AF8420, 空客A350, 巴黎, 2024-12-01 05:53, 拉萨, 2024-12-01 14:26, 7931, 45
法国航空, AF4346, 空客A330, 巴黎, 2024-12-01 01:12, 南宁, 2024-12-01 11:58, 9991, 13
法国航空, AF4651, 空客A330, 巴黎, 2024-12-01 12:01, 东京, 2024-12-01 22:54, 10094, 113
法国航空, AF7139, 空客A320, 巴黎, 2024-12-01 10:27, 西安, 2024-12-01 19:40, 8549, 17
法国航空, AF5016, 波音787, 巴黎, 2024-12-01 06:29, 西安, 2024-12-01 15:42, 8549, 95
法国航空, AF7687, 空客A330, 巴黎, 2024-12-01 11:27, 广州, 2024-12-01 22:00, 9785, 37
法国航空, AF4076, 空客A330, 巴黎, 2024-12-01 13:56, 成都, 2024-12-01 23:16, 8652, 16
法国航空, AF2537, 波音787, 巴黎, 2024-12-01 13:47, 北京, 2024-12-01 23:07, 8652, 56
法国航空, AF8351, 波音787, 巴黎, 2024-12-01 01:40, 哈尔滨, 2024-12-01 10:13, 7931, 101
法国航空, AF4553, 波音787, 巴黎, 2024-12-01 11:59, 成都, 2024-12-01 21:19, 8652, 84
法国航空, AF3213, 空客A350, 巴黎, 2024-12-01 04:00, 上海, 2024-12-01 14:26, 9682, 31
